cell,drug1_db,drug2_db,synergy,synergistic
19,50,3,0,0
121,52,55,0,0
67,22,59,0,0
57,6,45,0,0
28,55,5,1,1
64,45,10,0,0
29,3,11,0,0
32,13,17,0,0
50,39,49,0,0
79,50,32,0,0
23,8,1,0,0
81,45,14,0,0
67,50,45,0,0
8,37,5,0,0
97,45,6,0,0
83,32,20,0,0
29,41,37,0,0
41,49,53,0,0
1,13,43,0,0
79,5,34,0,0
10,25,60,0,0
38,16,43,0,0
4,38,5,0,0
32,22,21,0,0
94,57,50,0,0
37,50,11,0,0
57,1,10,0,0
64,25,16,0,0
56,1,16,0,0
123,53,58,0,0
24,37,2,0,0
29,3,36,0,0
120,5,35,0,0
110,48,1,0,0
32,48,3,0,0
101,50,2,1,1
43,16,8,0,0
122,3,10,0,0
40,5,46,0,0
100,27,25,0,0
50,25,60,0,0
61,3,57,0,0
73,39,23,0,0
79,41,60,0,0
48,45,59,0,0
70,51,1,0,0
73,28,29,0,0
