cell,drug1_db,drug2_db,synergy,synergistic
65,45,17,0,0
58,28,19,0,0
4,30,42,0,0
110,15,14,0,0
30,11,35,0,0
53,62,48,0,0
117,53,10,0,0
51,44,55,1,1
40,11,42,0,0
17,26,11,0,0
14,18,54,0,0
38,5,61,0,0
8,30,4,0,0
33,49,14,0,0
115,43,57,0,0
90,42,30,0,0
19,28,37,0,0
93,10,46,0,0
110,15,56,0,0
66,46,18,0,0
26,15,9,0,0
34,49,29,0,0
50,42,16,1,1
51,44,38,0,0
79,16,27,0,0
57,5,6,0,0
61,16,37,0,0
35,17,46,0,0
61,23,59,0,0
95,14,35,0,0
17,45,23,0,0
41,18,40,0,0
79,49,47,0,0
99,42,52,0,0
89,15,26,0,0
114,14,12,0,0
75,28,43,0,0
68,28,18,0,0
51,56,50,0,0
64,29,37,0,0
19,53,16,0,0
53,42,41,0,0
68,62,11,0,0
18,56,6,0,0
57,28,5,0,0
76,24,6,0,0
5,28,49,1,1
51,30,60,0,0
90,18,36,0,0
41,47,39,0,0
59,28,47,0,0
114,15,35,0,0
22,62,31,0,0
12,29,38,0,0
17,15,27,0,0
96,11,31,0,0
97,56,15,0,0
63,50,46,0,0
61,44,45,1,1
89,40,2,0,0
22,14,43,0,0
27,18,4,0,0
95,11,0,0,0
41,45,42,0,0
24,49,29,0,0
47,11,15,0,0
8,49,47,0,0
33,55,52,0,0
2,9,11,0,0
8,49,22,0,0
6,26,40,0,0
45,48,9,0,0
21,15,9,0,0
8,56,26,0,0
12,23,11,0,0
116,11,44,0,0
105,15,7,0,0
110,56,29,0,0
31,11,32,0,0
14,58,60,0,0
18,24,37,0,0
57,18,49,0,0
106,28,29,0,0
55,44,53,0,0
110,34,27,0,0
45,41,31,0,0
22,52,62,0,0
20,48,31,0,0
31,23,16,0,0
19,56,50,0,0
60,45,43,0,0
67,24,44,0,0
100,17,14,0,0
5,42,40,0,0
76,35,26,0,0
44,16,35,0,0
30,42,21,0,0
99,30,29,0,0
83,52,16,0,0
41,28,47,0,0
59,5,16,0,0
86,8,52,0,0
29,15,53,0,0
31,37,13,0,0
14,37,43,0,0
58,25,36,0,0
34,49,18,0,0
88,45,58,0,0
59,29,15,0,0
11,37,5,0,0
41,11,29,0,0
6,34,56,0,0
115,37,29,0,0
99,29,36,0,0
38,44,32,0,0
18,24,14,0,0
39,29,27,0,0
84,56,14,0,0
88,45,16,0,0
52,37,24,0,0
45,27,42,0,0
57,18,23,0,0
4,40,52,0,0
17,30,52,0,0
76,26,59,0,0
35,18,15,0,0
27,55,32,0,0
109,40,43,0,0
79,44,58,0,0
124,39,17,0,0
12,5,52,0,0
42,26,2,0,0
70,45,29,0,0
58,15,22,0,0
6,58,44,0,0
40,45,37,0,0
114,14,58,0,0
44,5,60,0,0
59,55,6,0,0
57,58,50,0,0
83,15,46,0,0
26,11,28,0,0
39,27,14,0,0
107,27,15,0,0
12,37,32,0,0
27,37,8,0,0
4,30,14,0,0
50,55,47,0,0
120,44,37,0,0
59,49,33,0,0
82,15,28,0,0
123,48,46,0,0
114,40,61,0,0
47,46,62,0,0
